인증사회적기업 리스트('16년 6차) 2016.12.27.,,,,,,,,,,,,
,,,,,,,,,,,,
지역,인증번호,기관명,사업내용,"사회적목적
실현유형",사회서비스분야,대표자,대표전화번호,팩스,소재지,홈페이지,인증일자,인증회차
대전,제2008-095호,사회적기업 야베스공동체㈜,"취약계층을 채용하여 숯부작, 수반 생산및 화분,화초재활용사업",혼합형,기타,원용호,"042-581-0159
042-634-9674",042-581-0656,대전광역시 동구 삼성동 302-5,cafe.daum.net/야베스공방,10/23/08,2008년 3차
충북,제2008-096호,사회복지법인 천주교청주교구사회복지회 프란치스코의 집,장애인을 고용하여 면장갑 및 화장지 생산 판매,일자리제공형,사회복지,정일영,043-295-2515,043-286-2515,충청북도  청주시 서원구 남지로21번길 66(미평동),http://www.hw.or.kr,10/23/08,2008년 3차
충남,제2008-097호,사회복지법인한숲복지재단부설하늘나무노인복지사업단,"노인재가요양, 밑반찬배달사업등",사회서비스제공형,사회복지,서정만,041-523-7995,041-523-7999,충청남도 천안시 동남구 통정7길 5-3(신방동),www.namu.or.kr,10/23/08,2008년 3차
충북,제2008-098호,주식회사 휴먼디앤씨,청소용역/소독,일자리제공형,청소,권혜란,043-651-2983,043-648-3983,충청북도 제천시 명륜로 23(청전동),,10/23/08,2008년 3차
제주,제주특별자치도 제2008-004호,유한회사클린서비스보금자리,"청소, 방역",일자리제공형,청소,이영호,064-722-8219,064-723-8219,제주특별자치도 제주시 삼도1동 717-19,,10/23/08,2008년 3차
서울,제2008-099호,㈜참신나는옷,의류 제조 및 판매,일자리제공형,기타,문정열,070-8260-5625,02-2274-5620,서울특별시 종로구 창신길 65(창신동),,12/30/08,2008년 4차
서울,제2008-101호,성공회푸드뱅크 정동국밥 사업단,"결식이웃을 돕기위한 '주먹밥콘서트', 국밥사업",혼합형,문화예술,김한승,02-736-5233,02-723-2349,"서울특별시 중구 세종대로 19길 16, 성공회빌딩 지하1층 (정동)",,12/30/08,2008년 4차
서울,제2008-102호,유한회사행복도시락(중구점행복을나누는도시락센터),결식아동 무료급식사업 및 기타 유료사업,혼합형,기타,최강종,02-2232-3515,02-2232-3517,서울특별시 중구 신당동 156-24,,12/30/08,2008년 4차
서울,제2008-103호,㈜페어트레이드코리아,"공정무역 상품 도, 소매, 수공예품 제조업",기타형,기타,이미영,02-739-7944,02-739-7950,"서울특별시 은평구 은평로 245, 3층(녹번동)",http://fairtradekorea.co.kr,12/30/08,2008년 4차
서울,제2008-104호,(사)한옥문화원,"북촌에서 한옥배우기, 공개강좌, 청소년한옥교실 등",기타형,문화예술,장명희,02-741-7441,02-741-7451,"서울특별시 종로구 북촌로 42-3, 5층(가회동, 덕양빌딩)",www.hanok.org,12/30/08,2008년 4차
서울,제2008-105호,(사)청소년교육전략21,"청소년 및 부모(시민)역량개발을 위한 교육, 연구, 출판사업",사회서비스제공형,교육,최윤진,02-3472-0924,02-598-2356,"서울특별시 동작구 장승배기로 51 (상도동, 3층)",http://www.yes21.org,12/30/08,2008년 4차
서울,제2008-109호,㈜도서출판점자,"장애인의 학습 및 독서문화 향상을 위한 대체자료 개발 및 제작, 보급",사회서비스제공형,관광운동,김동복,02-3426-7212,02-3426-7502,"서울특별시 성동구 아차산로 17길 57, 1203호(성수동2가, 일신건영휴먼테코)",http://www.kbraille.net/,12/30/08,2008년 4차
서울,제2008-110호,㈜에듀머니,"취약계층 가정 경제교육, 개인재무관리컨설팅, 가계부 및 정기간행물 등 각종 개인재무관리 컨설팅",기타형,교육,이선정,02-775-7670,02-775-7673,"서울특별시 성북구 종암로25길 29(종암동, 마을사회적경제센터 4층)",www.edu-money.co.kr,12/30/08,2008년 4차
서울,제2008-112호,나눔돌봄사회적협동조합,노인장기요양서비스,혼합형,간병가사지원,"윤혜연,김부연",02-856-0517,02-852-3650,서울특별시 구로구 구로동 414-20번지 2층,,12/30/08,2008년 4차
서울,제2008-113호,(사)한국씨니어연합 노인복지센터,"노인돌봄서비스,재가방문요양서비스",혼합형,간병가사지원,손인춘,02-815-1922,02-822-1912,"서울특별시 동작구 상도로30길(상도동, 2층)",seniorleague.bada.cc,12/30/08,2008년 4차
경기,제2008-114호,주식회사 리맨,중고PC 재생 및 전자부품 재활용 ,기타형,기타,"구자덕,장만호",1588-7297,031-534-7298,경기도 포천시 내촌면 금강로 2975-23,www.remann.co.kr,12/30/08,2008년 4차
경기,제2008-116호,(재)한국중독연구재단 청미래사업단,"카페, 화원, 매점, 택배 등",일자리제공형,사회복지,김남문,031-810-9216,031-810-9244,경기도 고양시 일산동구 백석동 1241,http://www.karf.or.kr,12/30/08,2008년 4차
경기,제2008-117호,주식회사 공공미술프리즘,"공공미술을 통한 문화예술사업, 디자인용역사업, 사업컨설팅업",기타형,문화예술,유다희,031-971-4492,031-971-4494,"서울특별시 마포구 망원로 80, 3층(망원동)",http://www.free-zoom.com,12/30/08,2008년 4차
경기,제2008-118호,사단법인 문화마을들소리,미래 뮤지션 챌린저 프로젝트 등,기타형,문화예술,문갑현,02-744-6800,02-744-6802,경기도 고양시 일산서구 일산동 1072 한뫼프라자 B1,http://www.dulsori.com,12/30/08,2008년 4차
강원,제2008-120호,(유)에스씨환경,"깨끗한학교만들기,청소",혼합형,청소,오옥규,033-638-2891,033-638-2892,강원도 속초시 중앙로 207(동명동),,12/30/08,2008년 4차
강원,제2008-121호,(유)나눔,노인장기요양 간병,혼합형,간병가사지원,권순란,033-641-5001,033-653-5008,"강원도 강릉시 하평5길 9 (포남동,1층)",http://café.daum.net/gnnanum,12/30/08,2008년 4차
강원,제2008-122호,(유)두레건축,저소득층 주거복지,혼합형,사회복지,배재국,033-647-3212,033-647-3213,강원도 강릉시 홍제동 436-30,,12/30/08,2008년 4차
강원,제2008-123호,(유)해맑은환경,"청소,방역 및 청소용품 판매사업",일자리제공형,청소,김금선,033-345-4030,033-345-4031,강원도 삼척시 당저동 15-3,,12/30/08,2008년 4차
강원,제2008-124호,유한회사정선재활용센타,재활용품 수거 판매,일자리제공형,환경,김인철,033-592-6625,033-592-6624,강원도 정선군 사북읍 직전리 282-2,,12/30/08,2008년 4차
부산,제2008-125호,(사)여성이만드는세상,"안전먹거리(해피푸드), 간병 및 가사지원",일자리제공형,간병가사지원,구명숙,051-804-9982,051)895-9985,"부산광역시 부산진구 개금온정로 9(개금동, 석천오피스텔101호)",www.wcwhappy.co.kr,12/30/08,2008년 4차
부산,제2008-127호,(사)여성과나눔 보육콜센터,가정보육사파견,일자리제공형,보육,손정은,051-507-6961,051-507-6965,"부산광역시 동래구 연안로 59번길 99, 2층(안락동, 한국빌딩)",www.pogni.or.kr,12/30/08,2008년 4차
울산,제2008-128호,주식회사일터,재활용품 수거 판매,일자리제공형,환경,신용호,052-264-1507,052-264-0939,울산광역시 울주군 언양읍 반송리 653-7,http://www.il-ter.co.kr,12/30/08,2008년 4차
울산,제2008-129호,사단법인 희망을키우는일터,"도시락, 자전거 수리",혼합형,사회복지,이승일,052-235-3631,052-252-3632,울산광역시 동구 동진5길 15(방어동),www.hopejob.co.kr,12/30/08,2008년 4차
울산,제2008-130호,㈜미래를여는사람들,"봉산물(꿀,프로폴리스,로얄젤리) 생산 및 판매, 꿀비누, 밀랍초, 프로폴리스 치약, 꿀고추장 생산 및 판매",일자리제공형,사회복지,김연희,052-260-1655,052-258-0657,울산광역시 북구 연암동 375-4번지 보성빌딩 5층,http://cafe.daum.net/babycity1004,12/30/08,2008년 4차
대구,제2008-132호,주식회사 두두,"무공해 공나물,두부 재배 및 판매",일자리제공형,기타,김창규,053-795-6090,053-795-6020,대구광역시 수성구 연호동 27-1,,12/30/08,2008년 4차
대구,제2008-133호,대구YMCA희망자전거제작소사업단,"재활용자전거 제작, 저가 판매,  예술자전거 및 투어바이크  제작,임대",일자리제공형,사회복지,김경민,053-255-0218,053-254-4558,대구광역시 중구 덕산동116,www.bikeart.co.kr,12/30/08,2008년 4차
경북,제2008-136호,(주)참살이,"간병, 재활용수집",일자리제공형,간병가사지원,김요나단,054-458-7267,054-458-7263,경상북도 구미시 해평면 숭선로 301-49,,12/30/08,2008년 4차
인천,제2008-137호,주식회사 행복을나누는도시락,도시락,사회서비스제공형,기타,김연자,032-773-0186,032-773-0184,인천광역시 동구 화수로 74-1(화수동),http://town.cyworld.com/happydosirak,12/30/08,2008년 4차
인천,제2008-138호,주식회사 도농살림,"도농직거래를 통한 실직자 ,노숙인및 사회적 취약계층을 위한 사회적 일자리 만들기",일자리제공형,기타,김영민,032-555-7332,032-544-6360,인천광역시 계양구 계양대로205번길 11-3(계산동),www.homelesshot.or.kr,12/30/08,2008년 4차
인천,제2008-139호,주식회사 가까이한마음사회서비스센터,실직여성의 자활을 위한 출장 산모도우미 및 보육사업,혼합형,보육,강경미,032-584-4113,032-584-4116,인천광역시 서구 길주로 63번길 25(석남동),www.imamcare.co.kr,12/30/08,2008년 4차
경기,제2008-140호,사회복지법인천주교수원교구사회복지회행복한일터,"우유팩재활용원지를 활용한점보롤화장지제조,도소매",일자리제공형,기타,이용기,031-366-9512,031-366-9514,경기도 화성시 현대기아로 506(무송동),http://www.행복한일터.kr,12/30/08,2008년 4차
경기,제2008-141호,협동조합 위드,저소득층 집수리사업 및 주거환경개선사업,혼합형,환경,서무숙,031-314-5018,031-315-3784,경기도 시흥시 포도원로 87-1 (신천동),www.epunzip.kr,12/30/08,2008년 4차
경기,제2008-142호,(사)대한노인회안산시상록구지회 실버사업단,경로당 가사서비스 제공,혼합형,사회복지,이종한,031-410-4546,031-410-6622,경기도 안산시 상록구 성포동 589번지,,12/30/08,2008년 4차
광주,제2008-144호,주식회사 드림박스,골판지박스 제조사업,일자리제공형,기타,최지용,061-381-0361,061-383-0361,광주광역시 북구 신안동 14-2 2층,,12/30/08,2008년 4차
광주,제2008-145호,㈜빛고을건설,"저속득층 집수리사업, 주거복지 및 에너지복지사업",사회서비스제공형,기타,노종영,062-385-3833,062-385-0688,광주광역시 서구 용두동 571,http://www.gjhome.or.kr/,12/30/08,2008년 4차
광주,제2008-146호,(유)행복을나누는도시락,"도시락, 출장뷔페",사회서비스제공형,기타,정홍채,062-383-3184,062-383-3184,광주광역시 서구 구룡길 20(용두동),www.gjdosirak.com,12/30/08,2008년 4차
광주,제2008-147호,(주) 희망자원,재활용품 수거 판매,기타형,환경,정향자,062-681-1420,062-681-1420,광주광역시 서구 매월동 333-1,,12/30/08,2008년 4차
충남,제2008-148호,사회적기업 아시아,"천연비누 및 천연화장품 제조, 판매 사업",일자리제공형,기타,김진우,041-752-3859,041-752-4898,충청남도 금산군 부리면 수통1길 17,www.seasia.or.kr,12/30/08,2008년 4차
전북,제2008-151호,㈜스마일우렁각시,"가사도우미, 아기돌봄이",일자리제공형,간병가사지원,정인수,063-842-7399,063-832-7399,"전라북도 익산시 인북로 327, 205",,12/30/08,2008년 4차
전남,제2008-152호,농업회사법인 행복한밥상㈜,친환경유기농식품판매 및 유기농급식지원,사회서비스제공형,사회복지,조성규,061-725-0602,061-745-0613,전라남도 순천시 비봉길 51-17(조례동),http://www.scymca.or.kr,12/30/08,2008년 4차
대전,제2008-153호,주식회사어울림,"현물급여 사업, 사랑의 집고치기 사업",혼합형,사회복지,윤종명,042-274-9110,042-274-9112,대전광역시 동구 우암로 310(가양동),대전청소용역.com,12/30/08,2008년 4차
충북,제2008-156호,㈜삶과환경,음식물류 폐기물 수집운반,기타형,환경,김경락,043-287-8276,043-265-9093,충청북도 청주시 서원구 성화로 21 (성화동),,12/30/08,2008년 4차
충북,제2008-157호,유한회사영동군사회서비스센터,"산모베이비시터파견, 가사지원사업",혼합형,간병가사지원,서은선,043-745-2104,043-745-2105,충청북도  영동군 영동읍 설계리 740-1 농공사원아파트 상가1층,ydssc.co.kr,12/30/08,2008년 4차
충북,제2008-158호,㈜월화수크린,학교청소사업,일자리제공형,청소,박형순,043-264-6240,043-264-6241,충청북도  청주시 흥덕구 봉명동 1049번지 1층,http://www.hiclean.co.kr,12/30/08,2008년 4차
충남,제2008-159호,아산YMCA아가야,"베이비시터 파견, 시간제 육아사업 등",기타형,보육,박진용,041-546-9877,041-548-9877,충청남도  아산시 온천동 222-3 호수빌딩 3층,www.ymcaagaya.kr,12/30/08,2008년 4차
제주,제주특별자치도 제2008-005호,사회복지법인 제주황새왓카리타스 일배움터,"도자기용품 생산 및 판매, 원예작물 재배 및 꽃 배달사업, 친환경인증농산물(감귤) 생산 및 판매",일자리제공형,기타,정춘진,064-723-9103~4,064-723-9105,제주특별자치도 제주시 화북2동 5625-5,http://www.ilbaeumteo.net,12/30/08,2008년 4차
제주,제주특별자치도 제2008-007호,(유)행복나눔푸드,도시락 생산 및 판매,일자리제공형,기타,강승림,064-755-8220,064-755-8210,제주특별자치도 제주시 삼양2동 2181-27,,12/30/08,2008년 4차
서울,제2009-001호,한국YMCA전국연맹YMCA서울아가야,시간제 보육서비스,기타형,보육,"허상보, 남부원",02-3143-1818,02-774-8889,서울특별시 중구 소공동 117,www.ymcakorea.org,5/28/09,2009년 1차
서울,제2009-002호,사단법인 사랑의자전거,"자전거 나눔 및 판매, 수리사업",혼합형,환경,정호성,02-745-9028,02-6007-1808,"서울특별시 동대문구 천호대로 38, 3층(신설동)",www.lovebike.kr,5/28/09,2009년 1차
서울,제2009-003호,사단법인우리사랑복지원,"방문요양, 노인돌보미 사업",사회서비스제공형,간병가사지원,서원홍,02-2215-8027,02-2215-8028,서울특별시 동대문구 휘경1동 194-83,www.welovecare.co.kr,5/28/09,2009년 1차
서울,제2009-004호,사단법인 희망나눔플러스,"보안문서파쇄, 공기청정기/농산물(쌀) 판매, 시설관리 등",일자리제공형,기타,박홍진,02-900-8788,02-900-8760,"서울특별시 송파구 문정로 246(마천동, 송파구사회적경제지원센터입주사무실 1호)",www.hsplus.or.kr,5/28/09,2009년 1차
서울,제2009-005호,㈜씨토크커뮤니케이션즈,인터넷전화국서비스,사회서비스제공형,기타,문혜경,070-7945-1010,02-6008-0285,"서울특별시 금천구 시흥대로 139 (시흥동,케이티금천지사4층)",http://www.seetalk.net,5/28/09,2009년 1차
서울,제2009-006호,사단법인 한국이에이피협회,근로자지원프로그램제공을 통한 기업복지격차해소,일자리제공형,사회복지,노만희,02-2261-0140,02-2261-2010,"서울특별시 중구 수표로 45, 1201호(저동2가, 저동2가 비즈센터)",keapa.co.kr,5/28/09,2009년 1차
강원,제2009-007호,원주YMCA아가야,시간제 보육서비스,일자리제공형,보육,심훈식,033-742-9997,033-731-9623,강원도 원주시 단계동 909,www.wjymca.or.kr,5/28/09,2009년 1차
부산,제2009-009호,사회복지법인인천사회사업재단행복을나누는도시락부산해운대점,"결식이웃을 위한 무료도시락 배달, 저소득층 일자리마련 위한 도시락판매사업",혼합형,사회복지,김진욱,051-783-8089,051-783-8083,부산광역시 해운대구 재송동 100-9,www.haeundae.saem.or.kr,5/28/09,2009년 1차
